start,end,label
2025-09-05T19:21:12.293700,2025-09-05T19:21:13.060300,gaze_center
2025-09-05T19:20:10.949700,2025-09-05T19:20:11.716300,blink
2025-09-05T19:20:13.650700,2025-09-05T19:20:14.417300,blink
2025-09-05T19:20:15.183700,2025-09-05T19:20:15.950300,blink
2025-09-05T19:20:19.045700,2025-09-05T19:20:19.812300,blink
2025-09-05T19:20:22.717700,2025-09-05T19:20:23.484300,blink
2025-09-05T19:20:26.785700,2025-09-05T19:20:27.552300,blink
2025-09-05T19:20:29.550700,2025-09-05T19:20:30.317300,blink
2025-09-05T19:20:31.324700,2025-09-05T19:20:32.091300,blink
2025-09-05T19:20:34.782800,2025-09-05T19:20:35.695200,blink
2025-09-05T19:20:38.604800,2025-09-05T19:20:39.517200,blink
2025-09-05T19:20:43.007800,2025-09-05T19:20:43.920200,blink
2025-09-05T19:20:46.757800,2025-09-05T19:20:47.670200,blink
2025-09-05T19:20:51.223800,2025-09-05T19:20:52.136200,blink
2025-09-05T19:20:54.959800,2025-09-05T19:20:55.872200,blink
2025-09-05T19:20:58.581800,2025-09-05T19:20:59.494200,blink
2025-09-05T19:21:02.476800,2025-09-05T19:21:03.389200,blink
2025-09-05T19:21:06.770800,2025-09-05T19:21:07.683200,blink
2025-09-05T19:21:10.546800,2025-09-05T19:21:11.459200,blink
2025-09-05T19:21:14.417800,2025-09-05T19:21:15.330200,blink
2025-09-05T19:20:12.860650,2025-09-05T19:20:13.521350,gaze_left
2025-09-05T19:20:20.964650,2025-09-05T19:20:21.625350,gaze_left
2025-09-05T19:20:28.584650,2025-09-05T19:20:29.245350,gaze_left
2025-09-05T19:20:36.714650,2025-09-05T19:20:37.375350,gaze_left
2025-09-05T19:20:44.428650,2025-09-05T19:20:45.089350,gaze_left
2025-09-05T19:20:52.793650,2025-09-05T19:20:53.454350,gaze_left
2025-09-05T19:21:00.865650,2025-09-05T19:21:01.526350,gaze_left
2025-09-05T19:21:08.393650,2025-09-05T19:21:09.054350,gaze_left
2025-09-05T19:20:16.531850,2025-09-05T19:20:17.334150,gaze_center
2025-09-05T19:20:24.407850,2025-09-05T19:20:25.210150,gaze_center
2025-09-05T19:20:32.597850,2025-09-05T19:20:33.400150,gaze_center
2025-09-05T19:20:40.331850,2025-09-05T19:20:41.134150,gaze_center
2025-09-05T19:20:48.371850,2025-09-05T19:20:49.174150,gaze_center
2025-09-05T19:20:56.679850,2025-09-05T19:20:57.482150,gaze_center
2025-09-05T19:21:04.573850,2025-09-05T19:21:05.376150,gaze_center
