start,end,label
2025-09-05T19:05:23.531950,2025-09-05T19:05:24.238050,blink
2025-09-05T19:05:25.968950,2025-09-05T19:05:26.675050,blink
2025-09-05T19:05:28.526950,2025-09-05T19:05:29.233050,blink
2025-09-05T19:05:30.697950,2025-09-05T19:05:31.404050,blink
2025-09-05T19:05:32.650950,2025-09-05T19:05:33.357050,blink
2025-09-05T19:05:34.545950,2025-09-05T19:05:35.252050,blink
2025-09-05T19:05:36.583950,2025-09-05T19:05:37.290050,blink
2025-09-05T19:05:38.589950,2025-09-05T19:05:39.296050,blink
2025-09-05T19:05:40.179950,2025-09-05T19:05:40.886050,blink
2025-09-05T19:05:44.126950,2025-09-05T19:05:44.833050,blink
2025-09-05T19:05:42.257950,2025-09-05T19:05:42.964050,blink
2025-09-05T19:05:46.275950,2025-09-05T19:05:46.982050,blink
2025-09-05T19:05:48.343950,2025-09-05T19:05:49.050050,blink
2025-09-05T19:05:50.234950,2025-09-05T19:05:50.941050,blink
2025-09-05T19:05:52.183950,2025-09-05T19:05:52.890050,blink
2025-09-05T19:05:54.226950,2025-09-05T19:05:54.933050,blink
2025-09-05T19:05:56.383950,2025-09-05T19:05:57.090050,blink
2025-09-05T19:05:58.393950,2025-09-05T19:05:59.100050,blink
2025-09-05T19:06:00.473950,2025-09-05T19:06:01.180050,blink
2025-09-05T19:06:02.445950,2025-09-05T19:06:03.152050,blink
2025-09-05T19:06:04.375950,2025-09-05T19:06:05.082050,blink
2025-09-05T19:06:06.317950,2025-09-05T19:06:07.024050,blink
2025-09-05T19:06:08.278600,2025-09-05T19:06:09.039400,blink
2025-09-05T19:06:10.364600,2025-09-05T19:06:11.125400,blink
2025-09-05T19:06:12.400600,2025-09-05T19:06:13.161400,blink
2025-09-05T19:06:14.414600,2025-09-05T19:06:15.175400,blink
2025-09-05T19:06:16.733600,2025-09-05T19:06:17.494400,blink
2025-09-05T19:06:18.800600,2025-09-05T19:06:19.561400,blink
2025-09-05T19:06:20.851600,2025-09-05T19:06:21.612400,blink
2025-09-05T19:06:22.720600,2025-09-05T19:06:23.481400,blink
2025-09-05T19:06:26.399600,2025-09-05T19:06:27.160400,blink
2025-09-05T19:06:29.774600,2025-09-05T19:06:30.535400,blink
2025-09-05T19:06:31.279600,2025-09-05T19:06:32.040400,blink
2025-09-05T19:06:32.549600,2025-09-05T19:06:33.310400,blink
2025-09-05T19:06:34.792600,2025-09-05T19:06:35.553400,blink
2025-09-05T19:06:38.920600,2025-09-05T19:06:39.681400,blink
2025-09-05T19:06:40.425600,2025-09-05T19:06:41.186400,blink
2025-09-05T19:06:36.754950,2025-09-05T19:06:38.225050,blink
2025-09-05T19:06:43.568148551,2025-09-05T19:06:44.639851449,blink
2025-09-05T19:06:45.244148551,2025-09-05T19:06:46.315851449,blink
2025-09-05T19:06:46.960148551,2025-09-05T19:06:48.031851449,blink
2025-09-05T19:06:49.189148551,2025-09-05T19:06:50.260851449,blink
2025-09-05T19:06:51.144148551,2025-09-05T19:06:52.215851449,blink
2025-09-05T19:06:53.480148551,2025-09-05T19:06:54.551851449,blink
2025-09-05T19:06:55.513148551,2025-09-05T19:06:56.584851449,blink
2025-09-05T19:06:57.522148551,2025-09-05T19:06:58.593851449,blink
2025-09-05T19:06:58.899148551,2025-09-05T19:06:59.970851449,blink
2025-09-05T19:07:01.482148551,2025-09-05T19:07:02.553851449,blink
2025-09-05T19:07:04.060148551,2025-09-05T19:07:05.131851449,blink
2025-09-05T19:07:06.249148551,2025-09-05T19:07:07.320851449,blink
2025-09-05T19:07:10.959148551,2025-09-05T19:07:12.030851449,blink
2025-09-05T19:07:13.599148551,2025-09-05T19:07:14.670851449,blink
2025-09-05T19:07:16.359148551,2025-09-05T19:07:17.430851449,blink
2025-09-05T19:07:19.358148551,2025-09-05T19:07:20.429851449,blink
2025-09-05T19:07:21.703148551,2025-09-05T19:07:22.774851449,blink
2025-09-05T19:07:24.446148551,2025-09-05T19:07:25.517851449,blink
2025-09-05T19:07:26.769148551,2025-09-05T19:07:27.840851449,blink
2025-09-05T19:07:29.349148551,2025-09-05T19:07:30.420851449,blink
2025-09-05T19:07:31.394148551,2025-09-05T19:07:32.465851449,blink
2025-09-05T19:07:33.363148551,2025-09-05T19:07:34.434851449,blink
2025-09-05T19:07:35.375148551,2025-09-05T19:07:36.446851449,blink
2025-09-05T19:07:36.848148551,2025-09-05T19:07:37.919851449,blink
2025-09-05T19:07:39.095148551,2025-09-05T19:07:40.166851449,blink
2025-09-05T19:07:41.245148551,2025-09-05T19:07:42.316851449,blink
2025-09-05T19:07:45.303148551,2025-09-05T19:07:46.374851449,blink
2025-09-05T19:07:43.269148551,2025-09-05T19:07:44.340851449,blink
2025-09-05T19:07:47.259148551,2025-09-05T19:07:48.330851449,blink
