start,end,label
2025-09-01T20:00:10.392550,2025-09-01T20:00:13.917450,garbage
2025-09-01T20:00:14.253761423,2025-09-01T20:00:14.816238577,blink
2025-09-01T20:00:15.544379573,2025-09-01T20:00:16.069620427,gaze_right
2025-09-01T20:00:17.803550,2025-09-01T20:00:18.228450,gaze_left
2025-09-01T20:00:19.729668721,2025-09-01T20:00:21.056331279,blink
2025-09-01T20:00:21.501759973,2025-09-01T20:00:22.074240027,gaze_right
2025-09-01T20:00:23.765400,2025-09-01T20:00:24.164600,gaze_left
2025-09-01T20:00:25.745274409,2025-09-01T20:00:26.830725591,blink
2025-09-01T20:00:27.292028697,2025-09-01T20:00:27.769971303,gaze_right
2025-09-01T20:00:29.951100,2025-09-01T20:00:30.492900,gaze_left
2025-09-01T20:00:31.629546968,2025-09-01T20:00:32.606453032,blink
2025-09-01T20:00:33.437729490,2025-09-01T20:00:33.982270510,gaze_right
2025-09-01T20:00:35.317400,2025-09-01T20:00:35.790600,gaze_left
2025-09-01T20:00:37.294843626,2025-09-01T20:00:37.791156374,blink
2025-09-01T20:00:38.233050,2025-09-01T20:00:38.554950,gaze_right
2025-09-01T20:00:41.257260495,2025-09-01T20:00:41.678739505,gaze_left
2025-09-01T20:00:42.585659263,2025-09-01T20:00:43.032340737,blink
2025-09-01T20:00:43.656526056,2025-09-01T20:00:44.197473944,gaze_right
2025-09-01T20:00:46.222400,2025-09-01T20:00:46.621600,gaze_left
2025-09-01T20:00:47.962843626,2025-09-01T20:00:48.459156374,blink
2025-09-01T20:00:48.487159019,2025-09-01T20:00:48.896840981,gaze_right
2025-09-01T20:00:49.942050,2025-09-01T20:00:50.453950,gaze_left
2025-09-01T20:00:50.933993337,2025-09-01T20:00:51.336006663,blink
2025-09-01T20:00:51.674496531,2025-09-01T20:00:52.215503469,gaze_right
2025-09-01T20:00:53.134000,2025-09-01T20:00:53.414000,gaze_left
2025-09-01T20:00:53.785094003,2025-09-01T20:00:54.146905997,blink
2025-09-01T20:00:54.677802972,2025-09-01T20:00:55.072197028,gaze_right
2025-09-01T20:00:55.819800001,2025-09-01T20:00:57.434199999,garbage
