start,stop,label
14:18:46.838000,14:18:48.966000,garbage
14:18:49.170000,14:18:49.498000,gazeright
14:18:50.950000,14:18:51.162000,gazecenter
14:18:53.694000,14:18:53.934000,gazeleft
14:18:55.678000,14:18:55.982000,gazecenter
14:18:58.082000,14:18:58.278000,gazeright
14:18:59.562000,14:18:59.854000,gazecenter
14:19:01.890000,14:19:02.062000,gazeleft
14:19:03.578000,14:19:03.922000,gazecenter
14:19:04.198000,14:19:04.798000,blink
14:19:06.018000,14:19:06.266000,gazeright
14:19:08.482000,14:19:08.718000,gazecenter
14:19:11.322000,14:19:11.546000,gazeleft
14:19:13.318000,14:19:13.574000,gazecenter
14:19:16.398000,14:19:16.590000,gazeright
14:19:19.246000,14:19:19.434000,gazecenter
14:19:22.242000,14:19:22.526000,gazeleft
14:19:23.338000,14:19:23.718000,gazecenter
14:19:24.038000,14:19:24.218000,gazeleft
14:19:24.498000,14:19:24.714000,gazecenter
14:19:27.642000,14:19:27.826000,gazeright
14:19:30.094000,14:19:30.282000,gazecenter
14:19:35.530000,14:19:35.806000,gazeleft
14:19:37.726000,14:19:37.966000,gazecenter
14:19:40.442000,14:19:40.666000,gazeright
14:19:40.962000,14:19:44.138000,garbage
14:19:44.478000,14:19:44.658000,gazeleft
14:19:46.462000,14:19:46.694000,gazecenter
14:19:48.670000,14:19:48.834000,gazeright
14:19:51.942000,14:19:52.102000,gazecenter
14:19:55.866000,14:19:56.014000,gazeleft
14:19:56.158000,14:20:00.322000,garbage
14:20:00.570000,14:20:00.778000,gazeright
14:20:01.262000,14:20:01.446000,gazecenter
14:20:01.610000,14:20:03.974000,garbage
14:20:04.098000,14:20:04.410000,gazeright
14:20:07.142000,14:20:07.470000,gazecenter
14:20:07.614000,14:20:17.362000,garbage
14:20:17.430000,14:20:17.810000,gazeright
14:20:19.742000,14:20:19.890000,gazecenter
14:20:22.462000,14:20:22.638000,gazeleft
14:20:22.750000,14:20:27.410000,garbage













































