start,end,label
2025-09-01T17:17:22.684000,2025-09-01T17:17:23.320000,blink
2025-09-01T17:17:24.565000,2025-09-01T17:17:25.201000,blink
2025-09-01T17:17:26.569000,2025-09-01T17:17:27.205000,blink
2025-09-01T17:17:28.601000,2025-09-01T17:17:29.237000,blink
2025-09-01T17:17:30.664000,2025-09-01T17:17:31.300000,blink
2025-09-01T17:17:32.756000,2025-09-01T17:17:33.392000,blink
2025-09-01T17:17:34.468000,2025-09-01T17:17:35.104000,blink
2025-09-01T17:17:36.718000,2025-09-01T17:17:37.354000,blink
2025-09-01T17:17:38.548000,2025-09-01T17:17:39.184000,blink
2025-09-01T17:17:40.548000,2025-09-01T17:17:41.184000,blink
2025-09-01T17:17:42.519000,2025-09-01T17:17:43.155000,blink
2025-09-01T17:17:44.798000,2025-09-01T17:17:45.434000,blink
2025-09-01T17:17:46.647000,2025-09-01T17:17:47.283000,blink
2025-09-01T17:17:48.688000,2025-09-01T17:17:49.324000,blink
2025-09-01T17:17:50.743000,2025-09-01T17:17:51.379000,blink
2025-09-01T17:17:52.750000,2025-09-01T17:17:53.386000,blink
2025-09-01T17:17:54.377000,2025-09-01T17:17:55.013000,blink
2025-09-01T17:17:56.471000,2025-09-01T17:17:57.107000,blink
2025-09-01T17:17:58.473000,2025-09-01T17:17:59.109000,blink
