start,end,label
2025-09-01T18:37:01.395550,2025-09-01T18:37:02.286450,blink
2025-09-01T18:37:07.220550,2025-09-01T18:37:08.111450,blink
2025-09-01T18:37:13.366550,2025-09-01T18:37:14.257450,blink
2025-09-01T18:37:19.510550,2025-09-01T18:37:20.401450,blink
2025-09-01T18:37:25.314550,2025-09-01T18:37:26.205450,blink
2025-09-01T18:37:31.466550,2025-09-01T18:37:32.357450,blink
2025-09-01T18:37:37.417550,2025-09-01T18:37:38.308450,blink
2025-09-01T18:37:43.361550,2025-09-01T18:37:44.252450,blink
2025-09-01T18:37:49.567550,2025-09-01T18:37:50.458450,blink
2025-09-01T18:37:55.529550,2025-09-01T18:37:56.420450,blink
2025-09-01T18:38:00.311550,2025-09-01T18:38:01.202450,blink
2025-09-01T18:37:03.324550,2025-09-01T18:37:04.215450,gaze_left
2025-09-01T18:37:09.583550,2025-09-01T18:37:10.474450,gaze_left
2025-09-01T18:37:15.664550,2025-09-01T18:37:16.555450,gaze_left
2025-09-01T18:37:21.420550,2025-09-01T18:37:22.311450,gaze_left
2025-09-01T18:37:27.784550,2025-09-01T18:37:28.675450,gaze_left
2025-09-01T18:37:33.615550,2025-09-01T18:37:34.506450,gaze_left
2025-09-01T18:37:39.799550,2025-09-01T18:37:40.690450,gaze_left
2025-09-01T18:37:45.249550,2025-09-01T18:37:46.140450,gaze_left
2025-09-01T18:37:51.566550,2025-09-01T18:37:52.457450,gaze_left
2025-09-01T18:37:57.609550,2025-09-01T18:37:58.500450,gaze_left
2025-09-01T18:37:05.066550,2025-09-01T18:37:05.957450,gaze_center
2025-09-01T18:37:11.537550,2025-09-01T18:37:12.428450,gaze_center
2025-09-01T18:37:17.514550,2025-09-01T18:37:18.405450,gaze_center
2025-09-01T18:37:23.264550,2025-09-01T18:37:24.155450,gaze_center
2025-09-01T18:37:29.476550,2025-09-01T18:37:30.367450,gaze_center
2025-09-01T18:37:35.412550,2025-09-01T18:37:36.303450,gaze_center
2025-09-01T18:37:41.555550,2025-09-01T18:37:42.446450,gaze_center
2025-09-01T18:37:47.335550,2025-09-01T18:37:48.226450,gaze_center
2025-09-01T18:37:53.317550,2025-09-01T18:37:54.208450,gaze_center
2025-09-01T18:37:59.128550,2025-09-01T18:38:00.019450,gaze_center
