start,end,label
2025-09-10T12:58:02.680700,2025-09-10T12:58:03.297300,blink
2025-09-10T12:58:26.680700,2025-09-10T12:58:27.297300,blink
2025-09-10T12:58:38.680700,2025-09-10T12:58:39.297300,blink
2025-09-10T12:58:54.680700,2025-09-10T12:58:55.297300,blink
2025-09-10T12:59:02.680700,2025-09-10T12:59:03.297300,blink
2025-09-10T12:59:06.680700,2025-09-10T12:59:07.297300,blink
2025-09-10T12:59:10.680700,2025-09-10T12:59:11.297300,blink
2025-09-10T12:59:18.680700,2025-09-10T12:59:19.297300,blink
2025-09-10T12:59:22.680700,2025-09-10T12:59:23.297300,blink
2025-09-10T12:59:26.680700,2025-09-10T12:59:27.297300,blink
2025-09-10T12:59:30.680700,2025-09-10T12:59:31.297300,blink
2025-09-10T12:59:34.680700,2025-09-10T12:59:35.297300,blink
2025-09-10T12:59:38.680700,2025-09-10T12:59:39.297300,blink
2025-09-10T12:59:50.680700,2025-09-10T12:59:51.297300,blink
2025-09-10T12:58:06.863700,2025-09-10T12:58:07.480300,blink
2025-09-10T12:58:10.863700,2025-09-10T12:58:11.480300,blink
2025-09-10T12:58:14.802700,2025-09-10T12:58:15.419300,blink
2025-09-10T12:58:18.802700,2025-09-10T12:58:19.419300,blink
2025-09-10T12:58:22.741700,2025-09-10T12:58:23.358300,blink
2025-09-10T12:58:30.802700,2025-09-10T12:58:31.419300,blink
2025-09-10T12:58:34.802700,2025-09-10T12:58:35.419300,blink
2025-09-10T12:58:42.802700,2025-09-10T12:58:43.419300,blink
2025-09-10T12:58:46.788277,2025-09-10T12:58:47.287723,blink
2025-09-10T12:58:50.680700,2025-09-10T12:58:51.297300,blink
2025-09-10T12:58:58.802700,2025-09-10T12:58:59.419300,blink
2025-09-10T12:59:15.046700,2025-09-10T12:59:15.663300,blink
2025-09-10T12:59:42.741700,2025-09-10T12:59:43.358300,blink
2025-09-10T12:59:46.741700,2025-09-10T12:59:47.358300,blink
2025-09-10T12:59:54.556700,2025-09-10T12:59:55.173300,blink
2025-09-10T13:00:02.613950,2025-09-10T13:00:03.186050,blink
2025-09-10T12:59:58.624400,2025-09-10T12:59:59.441600,blink
2025-09-10T12:58:00.727050,2025-09-10T12:58:01.192950,gaze_left
2025-09-10T12:58:08.727050,2025-09-10T12:58:09.192950,gaze_left
2025-09-10T12:58:16.727050,2025-09-10T12:58:17.192950,gaze_left
2025-09-10T12:58:40.727050,2025-09-10T12:58:41.192950,gaze_left
2025-09-10T12:58:48.727050,2025-09-10T12:58:49.192950,gaze_left
2025-09-10T12:59:28.727050,2025-09-10T12:59:29.192950,gaze_left
2025-09-10T12:59:44.727050,2025-09-10T12:59:45.192950,gaze_left
2025-09-10T12:59:52.727050,2025-09-10T12:59:53.192950,gaze_left
2025-09-10T13:00:00.727050,2025-09-10T13:00:01.192950,gaze_left
2025-09-10T12:58:01.655800,2025-09-10T12:58:02.190200,gaze_right
2025-09-10T12:58:09.655800,2025-09-10T12:58:10.190200,gaze_right
2025-09-10T12:58:33.655800,2025-09-10T12:58:34.190200,gaze_right
2025-09-10T12:58:41.655800,2025-09-10T12:58:42.190200,gaze_right
2025-09-10T12:58:49.655800,2025-09-10T12:58:50.190200,gaze_right
2025-09-10T12:58:57.655800,2025-09-10T12:58:58.190200,gaze_right
2025-09-10T12:59:37.655800,2025-09-10T12:59:38.190200,gaze_right
2025-09-10T12:59:45.655800,2025-09-10T12:59:46.190200,gaze_right
2025-09-10T12:59:53.655800,2025-09-10T12:59:54.190200,gaze_right
2025-09-10T13:00:01.655800,2025-09-10T13:00:02.190200,gaze_right
2025-09-10T12:58:04.727050,2025-09-10T12:58:05.192950,gaze_right
2025-09-10T12:58:05.655800,2025-09-10T12:58:06.190200,gaze_left
2025-09-10T12:58:12.911050,2025-09-10T12:58:13.376950,gaze_right
2025-09-10T12:58:13.655800,2025-09-10T12:58:14.190200,gaze_left
2025-09-10T12:58:17.493800,2025-09-10T12:58:18.028200,gaze_right
2025-09-10T12:58:20.633050,2025-09-10T12:58:21.098950,gaze_right
2025-09-10T12:58:21.601800,2025-09-10T12:58:22.136200,gaze_left
2025-09-10T12:58:24.586050,2025-09-10T12:58:25.051950,gaze_left
2025-09-10T12:58:25.493800,2025-09-10T12:58:26.028200,gaze_right
2025-09-10T12:58:28.727050,2025-09-10T12:58:29.192950,gaze_right
2025-09-10T12:58:29.655800,2025-09-10T12:58:30.190200,gaze_left
2025-09-10T12:58:32.539050,2025-09-10T12:58:33.004950,gaze_left
2025-09-10T12:58:36.727050,2025-09-10T12:58:37.192950,gaze_right
2025-09-10T12:58:37.655800,2025-09-10T12:58:38.190200,gaze_left
2025-09-10T12:58:44.633050,2025-09-10T12:58:45.098950,gaze_right
2025-09-10T12:58:45.655800,2025-09-10T12:58:46.190200,gaze_left
2025-09-10T12:58:56.727050,2025-09-10T12:58:57.192950,gaze_left
2025-09-10T12:58:52.633050,2025-09-10T12:58:53.098950,gaze_right
2025-09-10T12:58:53.601800,2025-09-10T12:58:54.136200,gaze_left
2025-09-10T12:59:00.727050,2025-09-10T12:59:01.192950,gaze_right
2025-09-10T12:59:01.655800,2025-09-10T12:59:02.190200,gaze_left
2025-09-10T12:59:04.727050,2025-09-10T12:59:05.192950,gaze_left
2025-09-10T12:59:05.655800,2025-09-10T12:59:06.190200,gaze_right
2025-09-10T12:59:08.586050,2025-09-10T12:59:09.051950,gaze_right
2025-09-10T12:59:09.534688,2025-09-10T12:59:10.181312,gaze_left
2025-09-10T12:59:13.021943550,2025-09-10T12:59:13.642056450,gaze_left
2025-09-10T12:59:14.238800,2025-09-10T12:59:14.773200,gaze_right
