start,end,label
2025-09-10T11:53:20.097800,2025-09-10T11:53:20.844200,blink
2025-09-10T11:53:24.097800,2025-09-10T11:53:24.844200,blink
2025-09-10T11:53:38.097800,2025-09-10T11:53:38.844200,blink
2025-09-10T11:53:48.097800,2025-09-10T11:53:48.844200,blink
2025-09-10T11:53:50.097800,2025-09-10T11:53:50.844200,blink
2025-09-10T11:53:52.097800,2025-09-10T11:53:52.844200,blink
2025-09-10T11:53:54.097800,2025-09-10T11:53:54.844200,blink
2025-09-10T11:54:00.097800,2025-09-10T11:54:00.844200,blink
2025-09-10T11:54:06.097800,2025-09-10T11:54:06.844200,blink
2025-09-10T11:54:12.097800,2025-09-10T11:54:12.844200,blink
2025-09-10T11:54:16.097800,2025-09-10T11:54:16.844200,blink
2025-09-10T11:53:12.170800,2025-09-10T11:53:12.917200,blink
2025-09-10T11:53:14.171800,2025-09-10T11:53:14.918200,blink
2025-09-10T11:53:16.319800,2025-09-10T11:53:17.066200,blink
2025-09-10T11:53:18.319800,2025-09-10T11:53:19.066200,blink
2025-09-10T11:53:22.319800,2025-09-10T11:53:23.066200,blink
2025-09-10T11:53:26.171800,2025-09-10T11:53:26.918200,blink
2025-09-10T11:53:28.245800,2025-09-10T11:53:28.992200,blink
2025-09-10T11:53:30.245800,2025-09-10T11:53:30.992200,blink
2025-09-10T11:53:32.171800,2025-09-10T11:53:32.918200,blink
2025-09-10T11:53:34.171800,2025-09-10T11:53:34.918200,blink
2025-09-10T11:53:36.274143481,2025-09-10T11:53:36.763856519,blink
2025-09-10T11:53:40.168708001,2025-09-10T11:53:40.773291999,blink
2025-09-10T11:53:42.346937201,2025-09-10T11:53:42.891062799,blink
2025-09-10T11:53:43.362750,2025-09-10T11:53:45.753250,garbage
2025-09-10T11:53:46.022800,2025-09-10T11:53:46.769200,blink
2025-09-10T11:53:55.117300,2025-09-10T11:53:57.810700,garbage
2025-09-10T11:53:58.171800,2025-09-10T11:53:58.918200,blink
2025-09-10T11:54:02.245800,2025-09-10T11:54:02.992200,blink
2025-09-10T11:54:04.400937201,2025-09-10T11:54:04.945062799,blink
2025-09-10T11:54:08.198937201,2025-09-10T11:54:08.743062799,blink
2025-09-10T11:54:10.494937201,2025-09-10T11:54:11.039062799,blink
2025-09-10T11:54:14.306937201,2025-09-10T11:54:14.851062799,blink
2025-09-10T11:54:18.252937201,2025-09-10T11:54:18.797062799,blink
2025-09-10T11:54:19.010350,2025-09-10T11:54:21.875650,garbage
2025-09-10T11:54:22.445150,2025-09-10T11:54:22.780850,blink
2025-09-10T11:54:24.168708001,2025-09-10T11:54:24.773291999,blink
2025-09-10T11:54:26.269120001,2025-09-10T11:54:26.940879999,blink
2025-09-10T11:54:28.546300,2025-09-10T11:54:40.109700,garbage
