start,end,label
2025-09-10T12:41:54.451150,2025-09-10T12:41:55.220850,blink
2025-09-10T12:42:02.451150,2025-09-10T12:42:03.220850,blink
2025-09-10T12:42:12.451150,2025-09-10T12:42:13.220850,blink
2025-09-10T12:42:14.451150,2025-09-10T12:42:15.220850,blink
2025-09-10T12:42:16.451150,2025-09-10T12:42:17.220850,blink
2025-09-10T12:42:54.451150,2025-09-10T12:42:55.220850,blink
2025-09-10T12:42:56.451150,2025-09-10T12:42:57.220850,blink
2025-09-10T12:41:56.297150,2025-09-10T12:41:57.066850,blink
2025-09-10T12:41:58.603150,2025-09-10T12:41:59.372850,blink
2025-09-10T12:42:00.527150,2025-09-10T12:42:01.296850,blink
2025-09-10T12:42:04.374150,2025-09-10T12:42:05.143850,blink
2025-09-10T12:42:06.374150,2025-09-10T12:42:07.143850,blink
2025-09-10T12:42:08.527150,2025-09-10T12:42:09.296850,blink
2025-09-10T12:42:10.755150,2025-09-10T12:42:11.524850,blink
2025-09-10T12:42:18.603150,2025-09-10T12:42:19.372850,blink
2025-09-10T12:42:20.527150,2025-09-10T12:42:21.296850,blink
2025-09-10T12:42:22.603150,2025-09-10T12:42:23.372850,blink
2025-09-10T12:42:24.679150,2025-09-10T12:42:25.448850,blink
2025-09-10T12:42:26.527150,2025-09-10T12:42:27.296850,blink
2025-09-10T12:42:28.297150,2025-09-10T12:42:29.066850,blink
2025-09-10T12:42:30.679150,2025-09-10T12:42:31.448850,blink
2025-09-10T12:42:31.631000,2025-09-10T12:42:34.211000,garbage
2025-09-10T12:42:36.755150,2025-09-10T12:42:37.524850,blink
2025-09-10T12:42:34.983150,2025-09-10T12:42:35.752850,blink
2025-09-10T12:42:38.679150,2025-09-10T12:42:39.448850,blink
2025-09-10T12:42:40.755150,2025-09-10T12:42:41.524850,blink
2025-09-10T12:42:42.603150,2025-09-10T12:42:43.372850,blink
2025-09-10T12:42:41.820150,2025-09-10T12:42:42.461850,garbage
2025-09-10T12:42:43.409950,2025-09-10T12:42:44.162050,garbage
2025-09-10T12:42:44.831150,2025-09-10T12:42:45.600850,blink
2025-09-10T12:42:46.973444350,2025-09-10T12:42:47.534555650,blink
2025-09-10T12:42:47.621300,2025-09-10T12:42:48.364700,garbage
2025-09-10T12:42:48.484300,2025-09-10T12:42:49.157700,blink
2025-09-10T12:42:49.837798215,2025-09-10T12:42:51.834201785,garbage
2025-09-10T12:42:52.290543832,2025-09-10T12:42:54.105456168,garbage
2025-09-10T12:42:57.487300,2025-09-10T12:42:58.142700,garbage
2025-09-10T12:42:58.755150,2025-09-10T12:42:59.524850,blink
2025-09-10T12:43:00.527150,2025-09-10T12:43:01.296850,blink
2025-09-10T12:43:02.524271500,2025-09-10T12:43:03.147728500,blink
2025-09-10T12:43:03.188050,2025-09-10T12:43:04.337950,garbage
2025-09-10T12:43:04.754749924,2025-09-10T12:43:05.209250076,blink
2025-09-10T12:43:06.983150,2025-09-10T12:43:07.752850,blink
2025-09-10T12:43:08.819444350,2025-09-10T12:43:09.380555650,blink
2025-09-10T12:43:10.679150,2025-09-10T12:43:11.448850,blink
2025-09-10T12:43:12.831150,2025-09-10T12:43:13.600850,blink
2025-09-10T12:43:13.903100,2025-09-10T12:43:17.800900,garbage
2025-09-10T12:43:17.842100,2025-09-10T12:43:18.447900,blink
2025-09-10T12:43:19.380700,2025-09-10T12:43:19.849300,blink
2025-09-10T12:43:21.239700,2025-09-10T12:43:21.708300,blink
2025-09-10T12:43:23.518700,2025-09-10T12:43:23.987300,blink
2025-09-10T12:43:26.200800,2025-09-10T12:43:26.875200,blink
2025-09-10T12:43:28.516800,2025-09-10T12:43:29.191200,blink
2025-09-10T12:43:29.872700,2025-09-10T12:43:30.421300,blink
2025-09-10T12:43:30.868150,2025-09-10T12:43:32.639850,garbage
2025-09-10T12:41:53.144200,2025-09-10T12:41:54.195800,garbage
