start,end,label
2025-09-01T16:21:31.537300,2025-09-01T16:21:32.622700,blink
2025-09-01T16:21:37.698300,2025-09-01T16:21:38.783700,blink
2025-09-01T16:21:43.367300,2025-09-01T16:21:44.452700,blink
2025-09-01T16:21:49.515300,2025-09-01T16:21:50.600700,blink
2025-09-01T16:21:55.539300,2025-09-01T16:21:56.624700,blink
2025-09-01T16:22:01.282300,2025-09-01T16:22:02.367700,blink
2025-09-01T16:22:07.486300,2025-09-01T16:22:08.571700,blink
2025-09-01T16:22:13.808300,2025-09-01T16:22:14.893700,blink
2025-09-01T16:22:19.423300,2025-09-01T16:22:20.508700,blink
2025-09-01T16:21:33.477300,2025-09-01T16:21:34.562700,gaze_right
2025-09-01T16:21:35.450300,2025-09-01T16:21:36.535700,gaze_center
2025-09-01T16:21:39.501300,2025-09-01T16:21:40.586700,gaze_right
2025-09-01T16:21:41.391300,2025-09-01T16:21:42.476700,gaze_center
2025-09-01T16:21:45.346300,2025-09-01T16:21:46.431700,gaze_right
2025-09-01T16:21:47.383300,2025-09-01T16:21:48.468700,gaze_center
2025-09-01T16:21:51.495300,2025-09-01T16:21:52.580700,gaze_right
2025-09-01T16:21:53.401300,2025-09-01T16:21:54.486700,gaze_center
2025-09-01T16:21:57.500300,2025-09-01T16:21:58.585700,gaze_right
2025-09-01T16:21:59.411300,2025-09-01T16:22:00.496700,gaze_center
2025-09-01T16:22:03.631300,2025-09-01T16:22:04.716700,gaze_right
2025-09-01T16:22:05.381300,2025-09-01T16:22:06.466700,gaze_center
2025-09-01T16:22:09.245300,2025-09-01T16:22:10.330700,gaze_right
2025-09-01T16:22:11.431300,2025-09-01T16:22:12.516700,gaze_center
2025-09-01T16:22:15.573300,2025-09-01T16:22:16.658700,gaze_right
2025-09-01T16:22:17.506300,2025-09-01T16:22:18.591700,gaze_center
2025-09-01T16:22:21.397300,2025-09-01T16:22:22.482700,gaze_right
2025-09-01T16:22:23.470300,2025-09-01T16:22:24.555700,gaze_center
