start,end,label
2025-09-01T16:31:27.339850,2025-09-01T16:31:28.130150,blink
2025-09-01T16:31:29.569850,2025-09-01T16:31:30.360150,gaze_left
2025-09-01T16:31:31.272850,2025-09-01T16:31:32.063150,gaze_center
2025-09-01T16:31:33.574850,2025-09-01T16:31:34.365150,blink
2025-09-01T16:31:36.072850,2025-09-01T16:31:36.863150,gaze_left
2025-09-01T16:31:37.541850,2025-09-01T16:31:38.332150,gaze_center
2025-09-01T16:31:39.552850,2025-09-01T16:31:40.343150,blink
2025-09-01T16:31:41.335850,2025-09-01T16:31:42.126150,gaze_left
2025-09-01T16:31:43.245850,2025-09-01T16:31:44.036150,gaze_center
2025-09-01T16:31:45.495850,2025-09-01T16:31:46.286150,blink
2025-09-01T16:31:47.630850,2025-09-01T16:31:48.421150,gaze_left
2025-09-01T16:31:49.325850,2025-09-01T16:31:50.116150,gaze_center
2025-09-01T16:31:51.397850,2025-09-01T16:31:52.188150,blink
2025-09-01T16:31:53.463850,2025-09-01T16:31:54.254150,gaze_left
2025-09-01T16:31:55.397850,2025-09-01T16:31:56.188150,gaze_center
2025-09-01T16:31:57.540850,2025-09-01T16:31:58.331150,blink
2025-09-01T16:31:59.898850,2025-09-01T16:32:00.689150,gaze_left
2025-09-01T16:32:01.607850,2025-09-01T16:32:02.398150,gaze_center
2025-09-01T16:32:03.674850,2025-09-01T16:32:04.465150,blink
2025-09-01T16:32:05.631850,2025-09-01T16:32:06.422150,gaze_left
2025-09-01T16:32:07.447850,2025-09-01T16:32:08.238150,gaze_center
2025-09-01T16:32:09.710850,2025-09-01T16:32:10.501150,blink
2025-09-01T16:32:12.205850,2025-09-01T16:32:12.996150,gaze_left
2025-09-01T16:32:13.820850,2025-09-01T16:32:14.611150,gaze_center
2025-09-01T16:32:15.672850,2025-09-01T16:32:16.463150,blink
2025-09-01T16:32:17.742850,2025-09-01T16:32:18.533150,gaze_left
2025-09-01T16:32:19.700850,2025-09-01T16:32:20.491150,gaze_center
